applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,collateral_value,repayment_history,debt_to_income_ratio,default_flag
APP-2080,Trading,8,4278316,92675,37690,437,1,128470,Good,0.22,0
APP-2081,Services,19,716775,19411,537282,756,0,292278,Good,0.21,0
APP-2082,Trading,14,3628478,81959,113533,743,0,146712,Good,0.29,0
APP-2083,Manufacturing,7,4752034,110286,77546,652,0,479580,Good,0.41,0
APP-2084,Services,14,504529,5484,410593,710,0,454887,Average,0.71,0
APP-2085,Manufacturing,6,2394218,20086,350716,837,0,14284,Good,0.16,0
APP-2086,Manufacturing,12,2911129,27766,560755,752,0,60526,Poor,0.74,1
APP-2087,Trading,16,1161766,37756,780878,718,0,396639,Average,0.75,0
APP-2088,Services,17,3471147,39883,665408,749,1,28577,Good,0.61,0
APP-2089,Manufacturing,13,589203,5563,178050,414,3,121867,Average,0.73,1
APP-2090,Manufacturing,14,1361629,21887,519082,350,1,261079,Good,0.64,1
APP-2091,Services,7,950542,21898,523672,668,2,380391,Good,0.47,0
APP-2092,Manufacturing,14,3261636,104518,844038,814,0,321044,Good,0.52,0
APP-2093,Manufacturing,15,4004780,103445,894544,509,2,346750,Good,0.54,1
APP-2094,Services,12,4278416,65212,607702,734,1,461084,Good,0.19,0
APP-2095,Services,17,2995759,95294,889577,526,1,268210,Good,0.24,1
APP-2096,Services,9,344768,3183,714582,567,0,214648,Average,0.47,1
APP-2097,Services,15,3402921,111648,582403,415,0,252539,Good,0.18,0
APP-2098,Trading,12,111264,1090,886038,659,1,366486,Good,0.78,0
APP-2099,Services,2,2509507,68207,574935,628,1,451104,Good,0.45,0
APP-2100,Trading,5,4888094,46269,64607,339,2,8583,Good,0.37,0
APP-2101,Trading,13,4687452,148228,460626,481,0,300201,Good,0.21,0
APP-2102,Trading,8,3502097,38698,31996,789,0,153676,Poor,0.39,0
APP-2103,Manufacturing,14,3401191,32635,982425,508,1,288708,Good,0.31,0
APP-2104,Trading,15,1268284,38765,93697,572,2,323573,Good,0.16,1
APP-2105,Trading,11,3130202,33581,318166,418,0,360744,Poor,0.78,1
APP-2106,Manufacturing,1,3771993,106678,836580,681,1,88393,Poor,0.29,1
APP-2107,Manufacturing,3,1998058,53965,602052,835,0,377918,Good,0.58,0
APP-2108,Manufacturing,17,4738827,110439,888333,557,1,28941,Good,0.16,1
APP-2109,Services,19,672207,11953,362868,782,2,448727,Average,0.74,0
APP-2110,Manufacturing,14,4955536,154725,921198,808,2,300106,Poor,0.51,1
APP-2111,Manufacturing,8,692064,20838,249190,391,0,169645,Good,0.56,1
APP-2112,Trading,13,915630,17387,18888,460,0,383554,Good,0.65,1
APP-2113,Manufacturing,3,4375001,61803,754026,448,1,418908,Good,0.52,1
APP-2114,Services,5,2996878,45395,966663,416,0,58420,Good,0.15,0
APP-2115,Manufacturing,9,2035500,28174,445413,757,1,82415,Poor,0.4,1
APP-2116,Services,6,3022881,66094,231432,344,1,166835,Good,0.28,0
APP-2117,Manufacturing,2,1359989,40863,371085,533,0,344157,Poor,0.44,1
APP-2118,Manufacturing,13,218678,6051,951978,674,2,176752,Good,0.38,0
APP-2119,Manufacturing,5,4676160,131966,289477,846,0,119012,Poor,0.68,1
APP-2120,Manufacturing,8,4100501,80126,511616,496,3,137465,Good,0.27,0
APP-2121,Services,1,1025924,16819,570643,324,2,120198,Average,0.24,0
APP-2122,Services,12,853789,23280,240487,694,2,33488,Poor,0.77,1
APP-2123,Trading,11,220923,6222,663974,335,0,152531,Good,0.76,1
APP-2124,Services,7,350406,9011,477119,773,3,497845,Good,0.8,0
APP-2125,Manufacturing,15,567961,5188,993762,522,2,405770,Good,0.5,0
APP-2126,Trading,11,1085598,25050,696505,829,0,168939,Good,0.18,0
APP-2127,Trading,16,2561902,43576,783890,487,0,209176,Average,0.72,1
APP-2128,Trading,3,3690377,48853,259434,701,0,102330,Good,0.2,0
APP-2129,Manufacturing,14,213944,5496,899602,556,3,176087,Average,0.21,0
APP-2130,Services,3,2646105,39814,347819,435,2,267201,Good,0.24,0
APP-2131,Manufacturing,1,3072345,95716,190926,743,3,252570,Good,0.56,1
APP-2132,Trading,15,2740543,43260,601952,717,2,83026,Good,0.18,0
APP-2133,Manufacturing,1,3019852,67079,510638,591,1,5305,Good,0.64,1
APP-2134,Manufacturing,17,4806004,139505,620441,428,0,323420,Good,0.14,1
APP-2135,Services,2,1408454,25896,627904,640,0,425956,Poor,0.18,0
APP-2136,Services,6,3921018,113904,831717,556,0,241290,Average,0.4,0
APP-2137,Trading,8,1120804,29618,266349,399,1,417334,Good,0.37,0
APP-2138,Manufacturing,16,2487220,77986,420749,338,3,399890,Good,0.79,1
APP-2139,Manufacturing,19,2153627,35490,960128,562,3,173403,Good,0.78,1
APP-2140,Services,1,3148350,34502,581284,449,0,90534,Good,0.23,0
APP-2141,Manufacturing,3,4485686,85641,319091,629,1,146388,Good,0.76,0
APP-2142,Manufacturing,3,3627643,101496,431172,419,1,147289,Good,0.58,1
APP-2143,Manufacturing,5,4674341,91590,847462,518,1,460757,Average,0.39,1
APP-2144,Services,12,2439911,36313,461813,422,1,111045,Good,0.62,1
APP-2145,Trading,12,1776681,16031,838875,543,0,407818,Good,0.73,1
APP-2146,Trading,13,167408,2705,662632,817,3,258554,Poor,0.23,0
APP-2147,Manufacturing,9,686431,17962,239685,320,2,349325,Good,0.24,0
APP-2148,Trading,7,3485504,41908,337608,489,2,373051,Average,0.39,0
APP-2149,Services,4,849288,14315,662307,524,0,13987,Good,0.22,1
APP-2150,Services,19,1286541,11371,145024,765,0,49915,Good,0.35,0
APP-2151,Trading,19,2086721,55041,984384,398,0,13543,Good,0.55,1
APP-2152,Trading,6,1690913,51319,193273,662,2,290088,Good,0.67,0
APP-2153,Manufacturing,13,367798,8292,654742,382,3,189313,Good,0.31,0
APP-2154,Trading,11,1301222,11685,134444,355,1,140216,Good,0.3,1
APP-2155,Manufacturing,13,540783,7448,384319,321,2,371562,Good,0.65,1
APP-2156,Manufacturing,13,1157177,22327,314604,484,1,38459,Good,0.37,0
APP-2157,Services,15,836796,19265,163868,821,0,170899,Good,0.67,0
APP-2158,Services,13,4709014,97666,172818,563,2,30741,Average,0.8,1
APP-2159,Services,11,3544585,110697,490001,524,2,201087,Average,0.79,1
APP-2160,Services,19,2042834,64960,10015,337,0,126077,Good,0.56,1
APP-2161,Trading,8,4173412,45958,846189,422,0,462950,Poor,0.36,1
APP-2162,Services,8,4965379,58557,167029,455,1,74627,Good,0.15,0
APP-2163,Trading,10,3969736,68615,615829,600,0,249783,Good,0.62,0
APP-2164,Services,16,4766302,89912,555580,366,3,375516,Good,0.78,1
APP-2165,Trading,19,2523055,57992,394838,693,1,331885,Average,0.15,0
APP-2166,Manufacturing,11,1377877,38115,172948,704,0,69177,Average,0.1,0
APP-2167,Trading,13,4226852,49570,726087,748,0,3543,Good,0.68,0
APP-2168,Trading,9,2737328,77738,57046,430,3,136663,Good,0.17,0
APP-2169,Services,19,1949955,45987,549105,368,2,241209,Good,0.16,1
APP-2170,Trading,16,1955888,64261,19759,644,2,488093,Good,0.74,0
APP-2171,Manufacturing,7,4248811,104573,189504,619,0,318539,Good,0.16,0
APP-2172,Manufacturing,19,722225,18948,278556,476,2,191506,Good,0.18,0
APP-2173,Services,12,3560463,47046,460973,828,1,291199,Good,0.5,0
APP-2174,Manufacturing,15,1490334,41065,292648,459,1,268260,Good,0.63,1
APP-2175,Trading,14,2174365,22428,380644,832,3,317629,Average,0.38,0
APP-2176,Manufacturing,11,3120610,77224,280651,434,0,459513,Good,0.39,0
APP-2177,Services,10,3253178,31629,31050,410,1,133479,Good,0.54,1
APP-2178,Trading,11,447693,5020,408036,582,0,162666,Good,0.45,0
APP-2179,Services,6,3782238,41718,935339,819,1,66421,Poor,0.11,0
APP-2180,Trading,2,2022613,19508,496383,493,0,228803,Good,0.18,1
APP-2181,Manufacturing,11,2665880,43618,110153,346,3,297555,Good,0.51,1
APP-2182,Services,19,3874484,128602,810019,641,0,486571,Good,0.66,0
APP-2183,Services,6,3208483,54669,241329,541,1,386259,Good,0.63,1
APP-2184,Trading,14,3385705,92608,592020,821,2,207733,Good,0.62,0
APP-2185,Services,6,1394091,16228,586209,669,3,218102,Good,0.64,0
APP-2186,Trading,17,454470,8951,448715,430,1,99772,Good,0.13,1
APP-2187,Trading,10,4379394,56762,652022,569,1,186516,Good,0.73,1
APP-2188,Trading,1,841624,11055,926536,360,0,352265,Good,0.72,1
APP-2189,Trading,3,4968580,53787,147912,463,0,218653,Good,0.47,1
APP-2190,Manufacturing,8,1651207,31594,506586,824,1,385815,Poor,0.27,0
APP-2191,Trading,8,1657245,16939,992581,571,0,219055,Poor,0.51,1
APP-2192,Services,15,3045035,94635,565728,432,0,373814,Good,0.49,0
APP-2193,Manufacturing,7,2359305,46079,569471,543,0,498535,Good,0.26,1
APP-2194,Services,11,2906188,85144,892604,733,1,157310,Average,0.52,0
APP-2195,Manufacturing,7,2593628,85122,667749,337,1,104627,Average,0.66,1
APP-2196,Trading,4,534427,13509,982580,618,0,172775,Average,0.66,0
APP-2197,Manufacturing,12,2467714,76181,648803,809,0,166268,Good,0.14,0
APP-2198,Manufacturing,6,4768740,55877,395327,675,1,208293,Good,0.24,0
APP-2199,Services,14,4008905,116591,338443,773,1,274882,Poor,0.57,1
APP-2200,Services,12,4841506,73173,754821,358,1,114183,Poor,0.7,1
APP-2201,Trading,11,4133372,83280,649791,798,2,277916,Good,0.46,0
APP-2202,Manufacturing,19,1159229,28398,49023,517,0,327414,Poor,0.6,1
APP-2203,Manufacturing,5,3943623,121944,191101,428,0,469385,Average,0.11,1
APP-2204,Manufacturing,14,4436897,138023,312085,682,0,416708,Good,0.53,0
APP-2205,Trading,16,2139884,22759,457166,687,1,317123,Good,0.77,0
APP-2206,Trading,13,4254099,74222,918109,384,2,248240,Good,0.56,1
APP-2207,Trading,4,3430796,96620,752319,809,0,181410,Good,0.75,0
APP-2208,Trading,11,1561546,40463,86054,736,1,113585,Poor,0.5,0
APP-2209,Trading,17,4871699,43807,337507,592,1,457767,Good,0.69,1
APP-2210,Services,7,1546030,30272,511772,348,3,252669,Average,0.19,0
APP-2211,Manufacturing,14,2899090,84261,596030,366,2,430071,Average,0.19,1
APP-2212,Manufacturing,11,3362750,90039,501112,428,1,399444,Good,0.18,0
APP-2213,Manufacturing,9,61009,1136,579503,328,1,199439,Good,0.44,0
APP-2214,Manufacturing,13,4422472,118134,844289,642,3,151117,Good,0.33,0
APP-2215,Manufacturing,18,1773480,39218,851908,844,3,214740,Good,0.6,0
APP-2216,Manufacturing,11,3749397,116790,169245,418,1,207663,Good,0.73,1
APP-2217,Manufacturing,15,2041367,46974,412611,432,1,24318,Good,0.53,1
APP-2218,Manufacturing,19,380328,6979,856200,626,1,320602,Good,0.25,0
APP-2219,Services,1,4459013,133352,251443,484,1,407011,Good,0.75,1
APP-2220,Manufacturing,4,2758668,26428,487959,805,1,368000,Good,0.47,0
APP-2221,Services,14,1050294,32397,113591,833,0,85184,Good,0.6,0
APP-2222,Trading,14,3248454,83621,259045,540,3,447740,Poor,0.72,1
APP-2223,Manufacturing,3,996984,31752,580517,815,1,128789,Good,0.79,0
APP-2224,Trading,17,2335362,34086,954143,464,2,480910,Poor,0.45,1
APP-2225,Trading,3,2892894,74365,908138,517,1,21747,Poor,0.67,1
APP-2226,Trading,16,3500375,100005,72583,304,2,253651,Poor,0.5,1
APP-2227,Services,14,227265,5882,265931,380,0,219842,Good,0.44,0
APP-2228,Trading,13,3276585,44534,169996,546,1,178445,Average,0.48,1
APP-2229,Trading,15,3578329,54473,660299,792,1,162632,Good,0.44,0
APP-2230,Trading,14,3086773,69458,476185,685,0,11282,Good,0.39,0
APP-2231,Manufacturing,19,4434432,86480,302248,606,2,427047,Average,0.61,0
APP-2232,Manufacturing,6,1740792,46498,774948,842,0,63073,Good,0.27,0
APP-2233,Services,10,1681570,29932,834026,306,1,154115,Poor,0.53,1
APP-2234,Services,15,2025556,60402,275808,814,0,242720,Good,0.6,0
APP-2235,Manufacturing,6,3540678,67737,806960,372,2,458538,Good,0.72,1
APP-2236,Services,10,4823598,45025,693550,309,0,315044,Good,0.33,0
APP-2237,Manufacturing,7,1710102,14993,731393,421,1,283073,Average,0.7,1
APP-2238,Trading,17,2395170,58686,464377,812,0,35500,Good,0.76,0
APP-2239,Trading,18,1561710,34118,738537,740,1,264016,Average,0.55,0
APP-2240,Services,17,1817091,39797,662692,337,2,168560,Good,0.64,1
APP-2241,Manufacturing,9,882230,24776,997683,644,0,329649,Good,0.38,0
APP-2242,Manufacturing,10,866609,15361,211664,637,1,287604,Good,0.77,0
APP-2243,Services,10,3685192,122420,305043,483,0,12155,Good,0.57,1
APP-2244,Manufacturing,7,4634470,148171,867411,366,1,405086,Good,0.32,0
APP-2245,Trading,16,4112316,35601,551529,316,1,377150,Good,0.38,1
APP-2246,Services,18,3238741,99516,842643,682,1,356072,Good,0.53,0
APP-2247,Services,6,4214133,106815,597760,667,1,134789,Average,0.26,0
APP-2248,Manufacturing,1,1705464,35619,215320,615,1,126075,Good,0.63,0
APP-2249,Services,1,1456819,33364,41346,796,0,132446,Good,0.26,0
APP-2250,Manufacturing,12,928835,27288,615484,644,1,152898,Good,0.51,0
APP-2251,Manufacturing,2,673578,21628,376595,772,0,467431,Good,0.59,0
APP-2252,Manufacturing,4,3327560,74343,742484,414,2,377282,Good,0.7,1
APP-2253,Manufacturing,17,3219870,41425,899340,399,2,144499,Good,0.61,1
APP-2254,Manufacturing,4,2519485,61291,445436,737,0,64442,Good,0.66,0
APP-2255,Services,11,3081946,31555,159014,644,0,482316,Good,0.74,0
APP-2256,Trading,4,2429093,58812,845599,648,0,427924,Good,0.52,0
APP-2257,Trading,1,4552748,129974,832805,438,3,362815,Good,0.69,1
APP-2258,Services,7,2810451,48245,863575,623,2,155343,Good,0.26,0
APP-2259,Services,18,4848064,49028,654911,601,0,194644,Average,0.67,0
APP-2260,Trading,9,747389,19162,906445,593,1,278775,Good,0.26,1
APP-2261,Trading,3,4505978,75775,12016,828,0,19887,Average,0.75,0
APP-2262,Trading,8,3816176,55566,865542,591,1,25259,Average,0.33,0
APP-2263,Trading,19,4291244,109696,533195,373,2,97932,Good,0.22,1
APP-2264,Trading,4,4223414,137569,973813,783,1,57987,Poor,0.2,0
APP-2265,Manufacturing,18,4977611,134228,541562,315,2,180702,Good,0.23,0
APP-2266,Services,11,3954840,81537,25748,825,1,281288,Poor,0.41,0
APP-2267,Manufacturing,14,3870730,90366,423391,635,0,209263,Good,0.47,0
APP-2268,Trading,18,2899310,34473,507926,815,1,237344,Good,0.74,0
APP-2269,Trading,16,2898411,83079,546114,426,1,442276,Good,0.37,0
APP-2270,Trading,3,3394443,79568,879440,817,3,186164,Poor,0.25,0
APP-2271,Manufacturing,15,1106504,35938,663576,428,0,151908,Good,0.62,1
APP-2272,Manufacturing,4,2494149,81859,437345,810,1,244119,Average,0.19,0
APP-2273,Trading,5,2264669,38947,211081,722,1,460120,Average,0.72,0
APP-2274,Manufacturing,17,2004702,66249,785342,684,1,231602,Good,0.39,0
APP-2275,Manufacturing,7,4639079,149629,426706,531,0,306600,Good,0.53,1
APP-2276,Trading,16,1149469,27965,902055,494,3,167452,Good,0.23,0
APP-2277,Manufacturing,14,4194111,69915,182507,364,0,120250,Good,0.2,0
APP-2278,Services,16,2710038,73623,740377,576,0,339879,Average,0.66,1
APP-2279,Services,7,1237171,18698,936024,523,2,273713,Poor,0.4,1
APP-2280,Services,9,2983361,71837,530140,577,0,387438,Average,0.79,1
APP-2281,Services,4,471655,4220,233023,665,0,230435,Poor,0.47,0
APP-2282,Trading,11,849717,20433,355250,815,1,424398,Good,0.69,0
APP-2283,Trading,2,2532266,81345,727237,514,0,471867,Good,0.79,1
APP-2284,Trading,12,971806,13811,947302,738,3,152721,Average,0.3,0
APP-2285,Services,12,3457129,96066,326782,727,1,345875,Average,0.66,0
APP-2286,Services,4,841043,13178,79072,695,1,358276,Good,0.12,0
APP-2287,Manufacturing,18,3351112,87228,77309,508,0,100497,Good,0.58,1
APP-2288,Manufacturing,7,1243728,32128,170966,800,0,289147,Average,0.62,0
APP-2289,Services,1,1554329,20131,990467,762,1,409767,Good,0.43,0
APP-2290,Services,13,1827850,42518,511775,526,1,114432,Good,0.21,0
APP-2291,Services,6,585888,17466,396868,674,2,154898,Good,0.53,0
APP-2292,Services,6,3968446,71021,195639,799,0,364630,Poor,0.73,1
APP-2293,Manufacturing,12,2618921,68328,924275,392,1,155801,Average,0.75,1
APP-2294,Services,8,4984164,125571,569614,759,0,444912,Average,0.62,0
APP-2295,Manufacturing,19,4862940,71831,720419,620,1,397084,Good,0.28,0
APP-2296,Services,5,2252888,70514,801511,309,1,41274,Good,0.71,1
APP-2297,Services,18,1909722,42818,953342,602,0,38718,Good,0.72,0
APP-2298,Services,5,4174741,71870,393556,621,1,425569,Poor,0.36,0
APP-2299,Manufacturing,10,2602192,32377,621628,755,0,41682,Good,0.23,0
APP-2300,Manufacturing,1,185797,3747,974613,577,1,30653,Good,0.71,1
APP-2301,Trading,10,2583573,68687,881643,837,1,257583,Average,0.72,0
APP-2302,Services,5,1774620,42456,428810,692,0,145213,Good,0.17,0
APP-2303,Trading,12,2632229,69779,314893,394,3,404753,Poor,0.78,1
APP-2304,Trading,7,3162734,88959,701652,406,1,30401,Good,0.47,0
APP-2305,Manufacturing,9,4880165,94472,652480,689,3,158459,Good,0.8,0
APP-2306,Manufacturing,12,408062,8707,870966,825,0,81690,Good,0.41,0
APP-2307,Trading,1,3005251,99154,261749,370,3,362757,Average,0.47,0
APP-2308,Services,11,2127645,69222,875665,675,0,137702,Average,0.29,0
APP-2309,Manufacturing,15,1451471,27147,586106,667,1,436677,Good,0.73,0
APP-2310,Services,2,4829897,122982,908342,350,3,473530,Good,0.41,0
APP-2311,Services,7,1766548,26539,547717,442,0,306437,Poor,0.67,1
APP-2312,Trading,12,4454003,54119,592036,718,0,416286,Good,0.16,0
APP-2313,Trading,18,1068143,29420,583095,847,2,275560,Good,0.65,0
APP-2314,Trading,3,4150321,79843,279284,799,1,116711,Good,0.44,0
APP-2315,Trading,7,4208527,53699,335370,466,1,377181,Average,0.1,0
APP-2316,Manufacturing,11,1937145,52892,772449,559,0,353079,Good,0.26,0
APP-2317,Manufacturing,18,2147711,67035,418117,491,1,401845,Good,0.24,1
APP-2318,Trading,12,87361,2766,885247,501,0,456660,Poor,0.63,1
APP-2319,Manufacturing,6,2948845,68536,824957,484,3,270504,Good,0.43,0
APP-2320,Trading,5,3513227,71404,292635,457,1,12011,Good,0.21,0
APP-2321,Services,1,2507856,29793,209888,398,2,40721,Good,0.28,0
APP-2322,Services,12,1811856,51009,176052,540,0,257366,Poor,0.45,1
APP-2323,Services,11,2391102,76434,516733,790,2,298213,Average,0.11,0
APP-2324,Trading,4,3621488,110708,236597,501,1,315414,Good,0.4,0
APP-2325,Services,18,50037,1357,18078,808,2,11227,Average,0.57,0
APP-2326,Manufacturing,4,3667177,30978,625942,395,0,39587,Good,0.46,1
APP-2327,Services,17,4547868,84258,139101,789,2,61720,Poor,0.52,1
APP-2328,Services,2,671531,12491,492737,517,1,437766,Good,0.33,1
APP-2329,Services,2,703668,21597,451920,826,0,330449,Average,0.23,0
APP-2330,Manufacturing,12,3454158,34453,551285,572,1,338172,Good,0.67,1
APP-2331,Trading,6,2706040,58488,483026,518,0,315795,Good,0.73,1
APP-2332,Manufacturing,10,753645,8845,666228,631,0,313476,Average,0.46,0
APP-2333,Trading,16,4961672,123499,518715,752,0,199953,Good,0.31,0
APP-2334,Trading,14,1355927,38155,429614,451,1,330345,Good,0.46,1
APP-2335,Services,7,2671872,65146,222650,646,1,418023,Average,0.72,0
APP-2336,Trading,19,643975,18158,369500,713,1,305696,Good,0.58,0
APP-2337,Manufacturing,17,2915728,68580,385855,826,0,208974,Good,0.7,0
APP-2338,Manufacturing,9,4033063,52749,817678,730,2,123938,Poor,0.33,1
APP-2339,Trading,13,2332373,41749,161633,678,3,117230,Good,0.6,0
APP-2340,Services,5,2890152,93222,943758,727,0,468077,Good,0.56,0
APP-2341,Services,5,2600552,40406,44512,383,0,464192,Average,0.5,0
APP-2342,Manufacturing,10,902224,8936,235226,491,1,93758,Poor,0.47,1
APP-2343,Services,10,2442735,43857,218467,340,2,319444,Good,0.49,0
APP-2344,Trading,7,1411968,24696,854297,608,1,289095,Good,0.69,0
APP-2345,Trading,15,3672546,73785,951084,677,1,498630,Average,0.74,0
APP-2346,Manufacturing,7,4945035,110476,474175,435,0,282408,Good,0.18,0
APP-2347,Trading,15,3656940,121205,899825,405,2,19121,Good,0.5,1
APP-2348,Manufacturing,3,3118929,84957,606432,818,1,346495,Poor,0.74,1
APP-2349,Trading,19,3650200,33693,707845,841,0,312683,Good,0.19,0
APP-2350,Manufacturing,10,609031,15926,978125,425,0,161383,Good,0.39,0
APP-2351,Services,15,2751243,79618,127363,656,1,173469,Good,0.16,0
APP-2352,Trading,3,2169228,66647,322809,699,1,150821,Good,0.18,0
APP-2353,Trading,6,4485728,84930,735772,378,1,29218,Good,0.73,1
APP-2354,Manufacturing,12,256384,4146,191675,688,3,474285,Good,0.41,0
APP-2355,Manufacturing,15,3577089,104867,162110,834,0,444807,Average,0.58,0
APP-2356,Trading,6,4185554,116248,627830,373,3,175205,Average,0.2,0
APP-2357,Manufacturing,13,4389242,95397,897743,304,1,307011,Good,0.12,0
APP-2358,Trading,19,3038088,34270,499562,762,1,1316,Good,0.72,0
APP-2359,Services,3,1029907,25363,810757,381,2,37972,Average,0.5,0
APP-2360,Manufacturing,8,263968,2633,176964,836,1,349068,Good,0.11,0
APP-2361,Trading,8,4632692,50229,404969,704,0,472264,Good,0.79,0
APP-2362,Services,15,344957,5730,683356,813,2,197292,Average,0.44,0
APP-2363,Services,4,1951737,34375,865243,577,1,354844,Good,0.43,0
APP-2364,Trading,19,2397855,47675,739643,523,1,497960,Good,0.53,1
APP-2365,Manufacturing,3,1514458,25460,972715,367,2,129079,Poor,0.11,1
APP-2366,Trading,13,2352743,21593,126737,619,1,208343,Good,0.5,0
APP-2367,Services,8,4638156,56904,466036,318,1,232463,Good,0.54,1
APP-2368,Trading,16,1035461,11608,272968,642,2,173707,Good,0.31,0
APP-2369,Manufacturing,13,2671021,51051,417096,642,1,182337,Good,0.61,0
APP-2370,Services,3,3405361,46437,774705,396,0,181181,Average,0.36,0
APP-2371,Trading,16,1856423,29093,652006,351,2,366226,Average,0.6,1
APP-2372,Manufacturing,9,2000408,40253,338761,474,0,179869,Good,0.2,0
APP-2373,Services,14,677915,9641,283661,637,2,401295,Good,0.74,0
APP-2374,Manufacturing,13,3644128,52772,687043,652,3,60887,Poor,0.72,1
APP-2375,Services,7,1226957,35780,420092,690,0,153484,Good,0.21,0
APP-2376,Trading,15,1456427,32093,375212,414,0,298006,Good,0.76,1
APP-2377,Manufacturing,7,3539550,105309,983858,647,0,389821,Good,0.49,0
APP-2378,Services,6,3945090,83622,477018,300,1,215799,Good,0.59,1
APP-2379,Manufacturing,2,1895786,58892,742079,362,3,145893,Good,0.69,1
APP-2380,Manufacturing,9,2815013,41385,783408,525,1,335262,Good,0.16,0
APP-2381,Trading,17,86382,2051,788610,722,0,74548,Average,0.22,0
