business_type,years_in_operation,annual_revenue,ebitda,loan_amount,loan_term_months,promoter_credit_score,existing_debt,default_flag
Manufacturing,1,29610593.18,-1592367.52,2125231.55,36,745,412140.5,0
Logistics,1,38295216.89,-5709232.52,1265321.17,60,509,244225.24,1
Manufacturing,5,26053538.35,-3227918.05,1107138.51,60,823,490439.16,0
Retail,10,1370700.85,341545.2,1615701.19,60,588,324738.45,0
Logistics,8,23232250.87,-4283201.39,322970.77,12,473,1591455.43,1
Logistics,12,15480962.75,-1871011.46,2692705.34,12,376,398483.76,1
Logistics,6,8007820.46,2020190.03,1538699.61,24,566,746509.92,0
Logistics,6,48367291.45,1605868.95,3669969.54,12,698,1339898.36,0
Tech,1,20819598.19,7353248.5,4472614.82,60,601,538876.98,0
Manufacturing,11,42372032.48,6610840.72,3937030.6,12,413,1611858.73,0
Tech,8,26928658.78,-4403307.42,3654977.86,12,359,1365397.01,1
Logistics,4,4010216.92,401243.16,4382226.03,36,736,186377.57,1
Services,12,22651263.49,6831325.54,1795909.74,60,529,768094.77,0
Logistics,4,36067398.0,11047480.96,4610161.08,12,451,541907.46,0
Manufacturing,3,2639386.89,-271052.98,931158.06,12,663,448961.0,0
Manufacturing,5,29272470.9,2496167.82,4100595.41,12,327,800650.37,0
Retail,2,19210411.75,-1716893.33,978128.26,12,750,1156507.69,1
Retail,10,46360814.49,8698074.67,3650157.81,36,648,2327.33,0
Manufacturing,11,48330674.47,4532197.21,4935696.55,36,578,61736.27,0
Services,9,15879858.83,819599.53,4772656.5,60,622,1346226.6,0
Services,10,44378584.74,9708733.19,3598381.57,12,831,921397.98,0
Retail,4,18766227.62,839519.8,1818690.75,36,466,1105738.79,0
Logistics,4,31447811.93,3325725.09,4375575.94,36,337,519228.2,0
Services,8,36124635.0,12032034.19,970751.86,60,687,1090381.66,0
Tech,13,26350350.09,1794300.12,4713845.09,12,411,1922558.48,1
Services,5,31897721.82,-2706821.16,4194315.98,12,542,1323153.48,1
Tech,7,23873736.79,3911531.83,2035248.7,12,548,654667.25,1
Services,4,26075481.43,-5087971.19,367645.53,48,560,648906.84,1
Retail,7,19460398.35,5968036.05,4822067.11,48,432,1451356.27,0
Retail,8,26920789.37,-2405431.44,3174483.49,60,694,208670.11,0
Retail,6,8193948.54,-350634.05,4607680.19,60,814,791164.22,1
Tech,6,47682788.36,14378746.21,1184705.94,36,708,1963534.7,0
Manufacturing,9,8664859.71,740495.25,1419128.6,24,475,1085893.17,1
Tech,6,30459417.5,10416319.67,2384929.86,12,326,541772.11,0
Manufacturing,1,32165252.08,-5502978.03,4913565.84,36,454,873445.12,1
Services,4,19430963.4,-3739954.67,3554604.17,36,421,115532.6,0
Tech,6,34357026.46,-6116788.49,1154138.11,24,452,1203528.88,1
Logistics,11,23826231.14,-3173681.62,2394696.89,48,764,464257.2,0
Services,6,17995109.45,4889250.48,2901868.97,12,779,98560.4,1
Services,5,40831049.73,5966603.79,4526241.87,48,729,1147890.64,0
Retail,1,43221865.81,9686698.45,2306012.42,36,621,1212248.78,0
Retail,3,47711585.11,7178965.26,3965463.54,48,303,696990.7,1
Services,9,45208812.09,13548254.67,2434760.96,48,636,1192385.94,0
Retail,4,18247367.83,5759827.69,1695766.99,12,354,1882054.17,0
Services,8,47080481.22,-5782161.28,2606069.89,12,565,1372821.76,1
Logistics,4,1726319.28,-91017.97,813664.4,12,606,1286648.63,0
Manufacturing,2,31567422.7,-4435291.96,3619965.07,12,683,1242858.76,1
Logistics,1,37567539.83,1178531.9,2173969.8,12,461,683232.12,0
Manufacturing,14,41564431.33,2869916.06,4923858.69,24,573,168781.49,0
Services,13,15206002.95,816237.84,2768971.66,48,636,1435073.73,0
Tech,10,12125505.3,2368433.87,1057868.69,24,676,116395.54,0
Retail,1,14870869.89,4108272.88,2429447.12,24,430,1153579.42,1
Retail,1,36288498.0,6375742.07,2968713.31,48,659,391096.8,0
Logistics,11,24916589.49,-3729779.63,4782711.58,12,830,524896.13,0
Services,1,34757717.05,-3738507.77,1847219.95,48,362,1252986.26,1
Tech,13,40813966.57,15537442.73,333895.57,48,397,1011082.3,0
Retail,4,3103049.58,765869.0,3227936.09,24,354,458801.25,0
Retail,13,27500974.52,-2745416.2,2734360.54,36,545,436494.11,1
Manufacturing,10,6001817.46,-460923.33,996569.58,12,497,1224001.88,0
Manufacturing,10,24722979.71,7607361.08,1289711.5,12,461,1798733.06,0
Retail,9,24161906.18,-1187823.37,3339454.88,12,572,707821.65,1
Logistics,2,26604977.85,6799941.13,3822505.49,60,733,737601.77,0
Retail,11,32612307.38,-1149086.42,2791178.49,48,550,1296235.85,1
Logistics,4,48202321.98,7703379.88,1882630.33,24,626,357462.47,0
Manufacturing,14,29627969.47,5401415.32,3104227.22,36,462,1715093.18,0
Manufacturing,4,2608252.22,-473506.28,3558724.1,48,841,294315.4,0
Manufacturing,7,4299953.49,919576.37,2582718.17,36,508,1399918.83,1
Tech,4,24699350.16,1922972.73,4180703.7,36,558,1446579.9,0
Logistics,11,26134546.15,-2591169.8,3809457.07,12,604,813360.37,0
Retail,12,26332712.15,-2382283.35,1111569.19,60,384,1577419.05,1
Services,2,25794341.2,9092784.56,2978037.69,24,565,213429.94,0
Manufacturing,4,44994512.51,-2884333.15,4368885.08,24,500,1191386.99,0
Services,12,15840160.25,-704690.0,221100.46,24,731,1649262.94,1
Services,14,4513936.6,-277068.61,792443.37,48,755,655453.91,0
Retail,3,14872865.18,1894956.35,3501810.12,48,644,1412456.34,1
Services,9,6340366.81,-159845.92,1806175.01,48,657,1760431.25,1
Retail,2,19248196.7,384903.32,4084440.88,36,454,90742.84,0
Retail,7,33680843.26,-4738178.71,178133.86,60,749,1042004.35,1
Tech,9,21914439.18,5777052.8,1345702.65,12,439,1975431.74,1
Tech,13,29754497.97,2271728.68,2193799.61,24,621,1308698.69,0
Manufacturing,7,11889494.21,394590.69,2661854.88,48,330,1660130.74,1
Manufacturing,11,29430220.76,1061980.58,3134375.05,24,839,340163.03,0
Tech,11,22729853.88,4239158.04,3442909.25,36,705,939257.76,0
Logistics,13,44931893.41,16949665.42,4768552.9,36,451,1805825.78,0
Tech,10,24666393.92,3197404.78,1724312.14,12,699,393882.35,0
Logistics,11,8561485.44,-347545.32,3662361.03,12,437,1015700.15,1
Tech,10,13733209.34,4972319.88,3997709.7,48,782,629880.61,0
Manufacturing,7,8753905.65,1120755.64,1311167.15,60,768,1249271.12,0
Logistics,6,2267691.98,410229.98,2447929.8,12,506,1878863.25,0
Retail,5,31533125.63,-2231362.02,4400150.69,60,605,1944442.74,1
Logistics,1,42797384.36,4778458.43,3141470.31,24,482,1823366.01,1
Services,7,22703465.37,6037841.54,1617383.98,12,323,448381.4,0
Manufacturing,3,48535665.23,17644213.8,629800.78,48,387,1054219.65,0
Services,9,12589853.67,-1789645.07,587547.13,48,377,1722814.36,0
Manufacturing,12,47729834.93,-5271207.12,1543629.67,12,573,593314.35,0
Retail,2,31149597.04,7861499.92,4398673.13,12,413,64737.07,0
Tech,12,32735861.22,-5717212.75,1747853.05,36,442,1123950.48,1
Logistics,6,44509208.38,5803927.97,4480059.84,24,330,1046516.1,1
Manufacturing,10,35900654.36,-5634507.46,4005176.42,60,690,231705.55,0
Retail,10,33704460.73,6152838.58,3762888.77,12,418,1468008.51,0
Services,1,37977629.29,10858733.2,1729720.81,36,669,1707526.2,1
Logistics,5,9399299.63,678431.16,4191177.33,36,839,1696272.58,0
Retail,6,12353013.3,917020.46,3616325.11,48,660,1019539.35,0
Tech,11,38121774.85,10518981.91,3507609.56,48,812,1828376.85,0
Retail,12,32536852.16,9873957.85,4658503.87,36,775,62217.17,0
Logistics,2,28546766.67,11034233.67,4951423.24,48,425,70390.0,0
Logistics,14,44787742.12,17030487.34,4081010.55,60,522,1155743.35,1
Logistics,14,13081864.18,5229424.48,425120.74,36,780,1645312.57,0
Tech,13,12214441.28,3835024.28,1932454.27,48,767,608620.55,0
Retail,14,32319772.57,10929827.04,4531872.42,24,639,1560676.5,0
Logistics,14,26505878.35,-2465739.48,318142.37,60,848,1366099.8,1
Manufacturing,1,26825157.4,-2165555.06,2426299.8,36,628,462656.62,0
Retail,2,7332530.3,2762911.85,770816.89,12,391,705055.7,0
Manufacturing,12,23066526.49,8689456.04,270842.94,48,825,706162.31,0
Manufacturing,8,21634836.51,-3056361.69,3289746.0,12,639,501945.63,0
Tech,10,27414473.37,6431950.24,1184053.2,12,433,1988599.27,0
Services,6,28906207.31,9006308.15,1690424.04,12,618,1704748.19,0
Retail,14,31000864.54,7871931.27,4942411.06,12,801,101665.33,0
Logistics,5,36189421.79,-720068.69,4796914.64,36,531,880580.09,1
Retail,12,33659597.96,-1338291.25,1247426.56,12,657,72546.47,1
Logistics,3,23058506.33,-4572448.51,3094922.4,48,371,455520.81,0
Services,12,35001120.41,7817203.9,2788328.12,60,446,1929996.12,0
Services,8,48563710.86,-22184.08,4862379.24,48,400,541664.28,1
Tech,1,48167522.28,7974738.6,2062993.53,36,632,1618957.17,0
Logistics,3,38205184.11,-3801112.65,4878967.74,36,453,1360492.98,0
Retail,6,46721224.93,10110045.82,1063497.01,24,414,394411.79,0
Tech,5,3107321.23,696827.79,1549254.04,12,362,809994.08,0
Retail,10,1789749.86,-235231.24,4441493.19,12,679,325744.46,0
Logistics,12,5361340.01,459395.19,2621060.61,24,576,1756362.09,0
Retail,1,37664088.91,11814492.29,3148091.6,48,818,1503106.11,0
Logistics,2,7058698.34,-827494.84,3108640.86,24,663,525579.94,0
Retail,6,46199680.99,1948337.58,4861087.96,36,782,154640.49,1
Services,2,5007784.62,251733.32,3097515.74,24,406,1405898.58,0
Manufacturing,3,8843703.77,2910833.87,3653174.55,60,649,1071073.36,0
Logistics,14,20313711.87,-895548.76,1347131.42,12,594,1560413.14,1
Services,2,12029270.76,1557622.04,573657.36,24,491,669655.7,0
Retail,11,10304817.44,2773487.24,3194731.42,12,502,1502307.41,1
Manufacturing,4,25204623.4,214248.67,3318197.7,48,302,584694.85,0
Tech,4,49471151.08,13955506.32,2974972.48,36,607,1046384.51,0
Tech,7,4471313.85,818255.17,992130.81,24,664,1430063.68,0
Retail,6,18339721.05,3025158.03,3988254.2,12,425,973558.7,0
Retail,4,11992838.23,-374383.22,2780845.47,48,301,1230538.32,0
Manufacturing,2,44217210.55,2802078.18,3084956.91,12,639,73577.83,0
Logistics,14,37782791.34,5289904.61,2782150.99,12,314,1451331.53,0
Services,13,3453746.96,1030461.75,3999580.03,36,758,1779449.48,0
Retail,5,29974771.61,-1987079.91,2579038.65,48,615,1134798.54,0
Services,2,30620308.78,-4245948.0,2067109.94,12,534,233827.14,1
Manufacturing,14,40309572.56,2823579.05,1421217.21,36,659,704562.16,0
Manufacturing,12,30707793.53,9150990.7,4535155.99,36,305,1498656.51,0
Retail,3,10393084.72,4069973.07,3688602.71,12,809,732245.96,0
Manufacturing,3,31881683.72,10559574.49,3927111.29,24,351,310187.21,0
Services,6,14356516.27,3780269.22,4046252.58,12,380,85605.27,1
Retail,1,45944789.83,13107597.2,3995259.57,24,359,89771.37,0
Tech,4,32727030.29,8820713.36,1098715.52,60,556,1645432.43,0
Manufacturing,14,13799055.34,-1229632.98,1859945.99,48,763,182985.39,0
Tech,12,36202077.82,-1921268.66,1182890.97,60,341,290552.23,1
Services,3,31312924.29,3582516.9,3918880.0,48,759,1507243.76,0
Retail,5,25014599.5,7774218.92,2482969.11,60,476,759187.29,0
Tech,8,11387600.13,489127.47,4885637.12,12,797,131553.41,0
Services,8,25168717.75,9090374.1,807057.27,12,647,820328.63,0
Tech,8,17780300.83,5377469.83,1227266.4,24,468,282283.6,0
Services,5,20138727.58,1590606.49,3178636.82,36,701,357385.9,0
Manufacturing,3,36671377.67,7682669.3,2572432.21,12,685,52677.4,1
Services,2,37973136.32,2730196.12,1466367.6,12,389,66392.63,0
Retail,4,40409184.4,-2024491.65,3761231.59,48,446,1868153.7,1
Tech,8,41281929.5,4635057.97,2459012.89,60,381,1561651.43,1
Tech,7,16398373.32,2395741.61,4914200.18,12,383,1081624.14,0
Retail,7,27361375.79,-4433189.32,1061089.91,36,744,595838.39,1
Retail,3,11884485.86,346380.78,430376.94,12,467,755282.77,1
Services,3,49184424.23,13611594.93,603790.49,48,811,950033.51,0
Manufacturing,9,7214680.24,2009292.56,1625177.24,48,648,290845.72,0
Logistics,1,43754275.0,4350177.09,1722764.43,48,558,711266.64,0
Manufacturing,1,42600076.92,-6771899.8,4655299.1,60,571,278611.73,0
Manufacturing,4,13655796.01,1242776.95,2451635.88,36,834,958892.46,1
Tech,1,14064222.35,-2143988.89,476023.62,60,690,1187752.45,1
Tech,12,24300233.07,8419975.2,600599.85,36,515,801624.89,0
Services,5,14325369.27,485387.93,2093981.38,60,440,121299.98,0
Tech,14,28279679.83,1197386.63,2108900.66,36,589,1390143.9,1
Retail,1,36708613.03,-6359657.69,4543379.54,60,548,1286322.9,1
Retail,1,31878209.74,447429.92,2093424.53,48,770,1388056.98,1
Tech,9,12694976.02,494035.97,740915.65,12,459,911426.73,1
Tech,1,3970427.14,1095155.41,1743334.0,60,731,215647.35,0
Manufacturing,13,46103677.38,11479463.33,1840654.03,36,493,1658634.99,0
Services,4,32227134.88,958888.81,2812100.66,48,579,1086739.77,0
Logistics,8,33243100.06,-4630320.24,3941407.86,48,579,1979869.9,1
Retail,4,6671237.03,2354405.19,2296558.01,24,501,1455804.77,1
Manufacturing,8,12140859.04,-1286006.35,4280206.54,12,442,642039.62,0
Retail,4,8582938.26,-1364344.52,4741295.43,36,411,542443.04,1
Services,13,25133091.49,1081774.94,4218943.05,36,775,365277.95,0
Retail,6,40790761.8,-4454871.52,929157.91,48,371,248320.37,1
Retail,10,12633737.22,-539342.28,2329507.93,36,311,1159787.66,1
Manufacturing,9,18400008.89,-991582.17,1907680.43,48,554,738957.45,1
Services,14,11442655.88,396697.31,4108098.45,60,533,1864525.3,1
Retail,6,24466130.25,2915164.55,3260322.48,12,393,1419765.38,0
Logistics,13,25095430.89,3083759.79,3234048.57,36,702,32611.8,0
Manufacturing,12,42933375.82,11890443.49,2918261.11,36,761,209607.98,1
Manufacturing,12,2775133.7,-350487.96,157980.9,36,818,1610144.32,0
Tech,9,28610582.14,-2891834.56,1043342.47,48,580,122813.17,1
Manufacturing,12,2632508.02,738324.08,4546608.03,48,516,1980768.36,1
Tech,5,25555419.24,2108376.76,2620787.5,24,452,1085866.77,1
Retail,5,6215753.87,359620.74,2884969.79,36,841,1741201.69,0
Services,11,14397221.56,1379227.99,3889285.41,60,797,237806.04,0
Manufacturing,4,47530328.31,-920445.49,2597049.26,60,519,246442.02,0
Services,10,45347963.06,8348595.4,408775.41,48,453,1997446.51,1
Services,1,32266448.9,-4028011.29,3945702.52,36,565,796902.61,1
Tech,11,48632091.5,-2015521.53,175949.59,48,812,387608.48,0
Services,7,36857373.83,-4385332.2,2728113.18,60,761,869978.48,0
Retail,5,16670566.14,4238561.41,3083448.76,24,539,614164.83,0
Retail,7,7029775.59,1376620.4,2619753.87,24,588,1082858.79,0
Services,1,20910543.67,7420823.47,3802328.26,36,660,1316185.12,0
Logistics,6,35593361.79,2078361.65,4031773.63,48,433,1575940.53,1
Manufacturing,14,42332729.23,7925692.03,325562.37,48,345,527396.51,0
Logistics,12,37058573.51,8288151.52,2916045.7,48,480,660574.02,1
Logistics,6,31535109.49,12396594.02,3840364.22,48,536,1626830.83,0
Services,10,28536784.89,-1941767.3,2512736.11,36,687,1536551.9,0
Logistics,11,13297252.88,4499337.95,2251611.79,60,602,461979.75,0
Services,8,41785092.26,16384769.37,1836861.94,24,312,1059536.94,1
Tech,1,21739101.99,8465860.57,1256280.33,24,481,1450270.45,1
Tech,11,12498694.87,2917549.1,4501369.13,12,562,395213.16,1
Logistics,8,45525882.95,17526472.39,2296370.35,24,550,637126.2,1
Retail,11,47199654.63,11347291.45,1209057.56,12,661,1310363.63,0
Logistics,14,35496349.7,8141009.91,1409510.18,24,425,324958.31,0
Manufacturing,5,20708464.31,4168625.2,238101.86,36,601,1697473.99,0
Retail,1,25922768.18,72434.99,2802854.04,36,514,229362.48,1
Retail,6,45296501.77,-7770979.49,1891308.98,12,659,1486556.52,0
Tech,13,23846333.31,3405558.25,1245951.94,36,802,1111328.15,0
Tech,13,27513700.71,4550067.93,2907667.06,12,558,1980795.59,0
Retail,12,30698932.29,744337.1,4403135.14,48,315,1492837.88,1
Manufacturing,6,40544777.33,-6231528.69,1260884.08,12,611,1103061.31,1
Services,14,4960648.98,-818689.84,3226476.65,24,798,1996590.35,0
Services,3,3571240.39,1253580.41,1562621.15,12,846,815342.18,0
Services,7,47895832.11,-8224754.3,1468845.98,12,462,385043.28,1
Retail,4,24812082.13,3683548.0,1527023.71,12,419,1579460.58,1
Tech,11,8575423.87,1713951.37,4584191.88,36,694,1561651.67,0
Services,12,31010811.29,7625822.11,2702647.57,24,460,1145234.49,1
Services,13,43669465.24,3930413.56,1987189.61,60,728,1806413.34,0
Tech,2,17174539.42,2771784.56,4557577.36,48,556,925874.67,0
Tech,7,15140709.12,3859538.58,274552.04,24,447,421905.44,0
Manufacturing,12,26085082.41,-3922605.77,661979.94,60,506,1881913.24,1
Tech,1,13554842.25,2784971.44,1620361.4,36,349,97823.65,0
Retail,13,7126711.97,-654539.5,1965248.72,60,461,259785.65,1
Logistics,1,33915214.12,-2037026.68,3579174.36,48,521,1758063.94,1
Logistics,13,9496505.34,3240119.69,3810088.07,12,537,814021.58,0
Manufacturing,11,7170417.61,-1284161.07,3045869.25,36,493,1300338.36,1
Tech,9,37884208.29,7806114.22,4697097.45,24,750,1922469.41,0
Tech,7,11301547.32,4184075.62,2509692.91,12,303,1593545.72,1
Logistics,10,47689446.94,15907197.75,1594591.38,48,506,128875.25,1
Tech,5,22877790.25,6996324.82,3442486.85,36,334,877474.42,1
Services,8,4506586.15,26014.47,764001.95,60,529,340296.1,0
Services,5,35575874.45,13527851.55,1551254.14,12,315,735063.9,1
Services,2,36527370.62,982087.62,3826607.79,48,531,378912.91,0
Tech,12,32461688.09,5146765.05,2412354.64,48,844,544437.6,0
Logistics,6,7422797.87,1194758.34,2523595.43,48,374,1981524.31,1
Services,5,1691318.4,419155.88,1622413.62,36,690,1778580.04,0
Tech,12,15584441.93,5335081.25,1313325.26,12,485,1914213.11,1
Manufacturing,3,46618209.28,-4708299.9,2935132.6,48,566,1421751.26,1
Manufacturing,12,13606296.4,2110675.63,3003817.48,48,321,965669.8,1
Manufacturing,8,36982782.34,98058.79,2780864.03,48,375,1913175.11,1
Tech,10,33862072.98,-3709765.36,778882.47,12,471,1609066.59,1
Logistics,5,40577790.44,-3811308.14,3572655.48,24,479,1334797.25,1
Manufacturing,13,28085239.38,-298867.42,774584.29,48,732,386220.42,0
Manufacturing,14,29466565.5,-1494396.34,1093092.34,24,390,1534369.23,1
Manufacturing,6,46954089.9,-5695535.03,4356600.09,36,318,257523.09,0
Services,11,19332000.36,7077275.7,3420601.5,60,618,1869062.3,0
Services,3,45624588.92,8692781.66,3863598.89,36,619,1609853.36,1
Tech,8,42332383.4,-8172270.63,4920767.7,24,656,606803.12,0
Retail,13,4283978.44,222265.9,775149.05,12,762,1796135.71,0
Manufacturing,5,6036070.34,1279666.84,2147027.29,36,453,63195.46,1
Tech,2,2802665.57,246911.42,1314695.17,36,561,726382.49,1
Services,9,4386660.29,221258.56,3235994.63,36,642,730851.76,0
Retail,9,10142801.95,339265.1,4072037.34,36,531,1576070.09,1
Logistics,14,25478921.81,4582705.19,3768989.28,60,683,1765770.61,0
Manufacturing,6,5201386.65,1034472.26,660661.33,60,592,609392.68,0
Logistics,13,27225587.85,-712007.67,1663747.99,24,771,1794260.93,0
Retail,8,10199862.65,-1587360.23,616698.33,12,604,26244.25,0
Logistics,12,21392397.59,-1099705.8,3733055.77,12,466,1566471.44,1
Services,1,48207067.25,-8675997.8,1951216.7,12,590,585625.71,1
Manufacturing,1,21922603.68,-305364.47,2882029.5,36,369,1636225.09,1
Logistics,7,33179305.88,6703612.9,4398077.67,12,518,75964.44,0
Logistics,11,6089866.27,2195918.95,3802477.8,12,778,928665.31,0
Logistics,1,12395977.04,683941.57,2847150.33,60,388,861951.05,0
Logistics,6,22731963.01,-3054817.39,3150634.6,48,805,1317774.53,0
Manufacturing,9,16369398.4,931002.5,3635200.74,48,349,1336578.77,1
Logistics,8,34585676.27,7066205.39,3106562.51,12,609,47810.7,0
Logistics,11,18719450.41,-52422.3,4175433.49,48,832,344335.29,0
Logistics,2,18539594.12,5780311.63,1813048.49,36,347,1180024.94,1
Tech,7,34655996.8,8373765.62,425402.35,48,695,295447.06,0
Manufacturing,13,18240910.82,7070229.73,574851.33,36,434,1490398.47,0
Tech,12,6434350.61,1756775.92,943723.79,24,623,1445708.36,0
Logistics,2,41637145.32,14184338.76,809191.37,24,459,1531731.97,0
Logistics,7,49661968.62,7197922.28,962122.06,12,368,1097077.98,1
Manufacturing,8,25955586.81,8985643.66,3249394.37,24,832,344785.85,0
Logistics,6,39220335.52,-432486.77,3390514.29,36,628,1383194.23,0
Services,2,36114106.21,-6195432.3,1394140.91,36,729,951140.15,1
Retail,3,20498327.84,-1896076.35,2927939.21,36,790,263188.15,1
Services,5,7073437.39,1374790.35,2599942.07,12,585,163646.65,1
Tech,7,7815314.61,-369983.02,3217069.0,48,351,341464.15,1
Services,13,4719862.22,373965.99,4452777.44,60,513,1478205.71,0
Retail,2,43024345.88,5127606.44,1145901.73,24,423,1528574.46,0
Logistics,14,49947676.62,-846913.7,885306.34,24,657,677851.43,0
Services,13,12332279.19,3031504.69,1604891.4,60,599,170480.6,0
Tech,9,39065348.02,3884750.3,1882780.28,12,803,816957.06,1
Services,11,38520450.31,10598812.19,1982526.85,36,344,1404619.31,1
Logistics,1,38496497.96,3730512.71,4286704.0,36,600,1557163.7,1
Logistics,3,22092333.83,5440189.3,390436.66,48,369,1374047.68,0
Manufacturing,13,25442911.32,7799571.3,727584.69,24,339,1260477.62,0
Manufacturing,9,30629281.11,11522758.65,656914.25,48,758,640009.77,0
Manufacturing,9,3415978.72,180258.76,3215120.28,24,727,414001.66,1
Manufacturing,10,11350390.27,-453521.14,2638856.18,12,823,1033997.17,0
Tech,3,26951039.23,4662202.01,3833988.47,48,478,1472475.19,1
Manufacturing,2,46115579.39,3599495.72,3511250.22,12,475,229471.92,0
Retail,1,15802147.47,-199238.61,2888739.46,24,625,1308234.97,0
Retail,1,29677439.42,10884869.23,348162.1,36,398,614484.5,0
Logistics,11,31092607.97,3303439.91,4839103.87,36,844,434557.56,0
